"product_description","product_price"
"HP Desktop PC Core i5 8GB RAM 256GB SSD WiFi DVD Windows 10 Computer PC Black","$150.00"
"Dell Optiplex 9020 Tower PC Core i7 4TH Gen 16GB RAM 256GB SSD Hard Drive Win 10","$250.00"
"Custom Bundle HP 6305 Pro Desktop Computer 8GB 1TB HD 128GB SSD Windows 10 WIFI","$85.95 to $224.94"
"Dell Inspiron 3891 Desktop i5-11400 12GB 1TB HDD + 256GB SSD i3891-5012BLK-PUS","$499.66"
"Dell Optiplex 9020 SFF PC Computer Intel i5-4570 3.2GHz 4GB NO HDD NO OS/COA","$75.95"
"Dell Optiplex 790 SFF PC Core i3-2100 3.10GHz 4GB RAM 250GB HDD Windows 10 Pro","$29.00"
"New ListingSkytech Shiva Gaming Computer i7-11700F 1TB SSD 16GB RAM GeForce RTX 3060","$1,300.00"
"New ListingNEW Raspberry Pi Zero W single board computer","$79.00"
"New ListingDell SFF Desktop Computer PC Core i3 4GB Ram 500GB 19"" LCD Wi-Fi Speakers Win 10","$208.50"
"Dell Core I5 Desktop ( 8GB RAM 1TB HDD ) Windows 10 Computer PC WiFi 19"" LCD","$180.00"
"HP SFF 600 G1 ProDesk Desktop Computer i3 3.60GHz 8GB 256GB Windows 10 PC Home","$89.99"
"New ListingDell Optiplex 7020 MT i5-4570 3.30GHz Desktop Computer Windows 10 Refurbished PC","$199.99"
"CHUWI Mini Desktop Computer PC Intel N4500|8GB RAM |256GB SSD | Windows 10 WiFi","$188.99"
"Dell Desktop Computer I7 3770 3.4ghz 120GB SSD + 500GB HD 16GB RAM Win10 SFF","$290.00"
"New ListingCracked LCD HP 24-dd0056 All-in-One Desktop Computer, Intel Celeron 4GB, 1TB HDD","$139.99"
"i7 GAMING DESKTOP PC i7 UPTO 3.8 GHZ SSD + 1TB HDD 16GB RAM GTX 1060 WIFI WIN10","$695.00 to $718.00"
"i7 DESKTOP PC HP or Dell Custom Win 10 1-2 Monitor 19""-22"" WiFi Excellent","$189.00 to $677.00"
"New Listing24"" HP 24-g016 I5 3rd Gen 2.70GHz 8GB DDR3 1TB HDD WIN10 HD Graphics 1920x1080","$149.55"
"Dell Optiplex 7050 SFF i5-6500 3.20GHz Business Desktop Computer Windows 10 PC","$164.99 to $429.99"
"New ListingDell Optiplex 7060 SFF Desktop 6-Core i7-8700 3.2GHz 16GB DDR4 512GB M.2 SSD W10","$529.00"
"HP Elite Desk 705 G2 SFF PC Computer AMD A4 PRO-8350B 3.5Ghz 8GB RAM! TESTED!","$69.98"
"New ListingDell XPS 8940 i7-11700 16Gb RAM 512GB SSD+1TB HDD WiFi (Integrated Graphics)","$689.00"
"New ListingDell OptiPlex 7090 Desktop Intel 10th Gen i5-10500T 256GB SSD 16GB Windows 10Pro","$814.00"
"Dell Optiplex XE3 MT Computer i5-8500 16GB DDR4 256GB SSD+3TB DVD Win10 WIFI","$399.88"
"Dell Optiplex 7020 Intel Core i5-4590 (MT) Desktop, 8GB DDR3 RAM, 256 SSD+TB HDD","$150.00"
"HP Pavilion 290-p0043W Slimline Desktop - Intel CPU - 4 GB - 500GB - Windows 10","$119.99"
"New ListingHP Compaq Pro Desktop Computer Tower 8GB RAM 500GB HDD Windows 10 Home WIFI DVD","$174.50"
"HP EliteDesk 800 G1 USDT Intel i5-4570S 2.90GHz Desktop Computer Windows 10 PC","$149.99"
"Lenovo M73 SFF i5-4570 3.20GHz Desktop Computer PC HDMI DP VGA WiFi BT Win10","$169.99 to $355.99"
"Dell OptiPlex Computer Core 2 Duo 4GB Ram 160GB HDD with 17"" LCD and Windows 10","$119.00"
"HP S01 SLIM DESKTOP PC INTEL i5-10400 4.3GHZ 16GB 1TB 7200RPM + 256GB SSD DVDRW","$499.99"
"New ListingLenovo Thinkstation S20 Desktop Computer Specs in Photos (8702G)","$9.99"
"New Listinghp all in one desktop computer 27","$70.00"
"Mac Clone Power Computing PowerCenter 150 1GB SCSI HD CD BURNER JAZ DRIVE","$999.00"
"HP 15-an097nr, i5-6200@ 2.3GHz, 8GB RAM, 500GB SSD, W10H","$224.83"
"New ListingHP Desktop Computer PC i5 8GB RAM 512GB SSD Windows 10 Pro 22"" LCD Wi-Fi Webcam","$233.05"
"Upgradable Desktop Computer","$450.00"
"Dell Optiplex 790 USFF Quad Core i5 Windows 10 Pro Desktop PC 250GB HDD 8GB RAM","$100.00"
"Acer Aspire TC Desktop Intel Core i5-10400 2.9GHz 8GB Ram 1TB HDD Win 10 Home","$349.99"
"New ListingHP ProDesk 600 G2 Mini i5-6500T 2.50GHz 8GB - No Hard Drive (E)","$0.99"
"Lenovo ThinkCentre M73 Mini PC Intel Core i3-4130T 4GB RAM 128GB SSD Win 10 pro","$87.00"
"New ListingIbuypower Gaming Desktop Pc Computer","$850.00"
"Lenovo Thinkcentre M600 Mini Pentium J3710 1.60GHz 4GB 120GB SSD Win 10 Pro","$95.00"
"New ListingIntel BOXNUC8I5BEH NUC Core i5 Mini PC 8GB RAM 256GB SSD + 500GB HDD - Black","$339.99"
"HP Elite Desktop Computer, Intel Core i5 3.1 GHz, 8 GB RAM, 500 GB HDD, Keyboard","$303.23"
"Best Value! Fast HP Desktop Computer PC Core 2 Duo WINDOWS 10 Keyboard Mouse","$114.00 to $179.00"
"New Listinghp envy desktop computer","$414.00"
"New ListingDell XPS 18 18.4in. (120GB SSD, Intel i3 1.9GHz 12GB) WINDOWS 10 TOUCHSCREEN","$300.00"
"Custom Lenovo M910 Core i7 6700 up to 4.0GHz ThinkCentre Desktop Computer Win10","$359.99 to $449.99"
"Shuttle XPC Cube | Windows 10 Pro | Intel Core i5 | 1TB HDD | 32GB Ram","$230.00"
"Dell Optiplex 2.33GHz 2GB Ram 250gb HDD Windows XP Desktop PC Computer","$99.00"
"New ListingLenovo ThinkCentre M700 Tiny i5 6400T 2.2GHz, 8GB RAM, 180GB SSD, Win10Pro","$135.00"
"Shuttle XPC Cube | Windows 10 Pro | Intel Core i5 | 1TB HDD | 16GB Ram","$250.00"
"New ListingDell Windows 7 Desktop Computer 1TB HDD | 8GB RAM | Wifi | 3.4GHz Processor","$140.25"
"New ListingHP Pro Desktop Computer 16GB RAM Huge 1TB HDD Wifi Windows 10 + 22"" LCD Monitor","$198.99"
"Lenovo ThinkCentre M93p Tiny PC i5 4570T 2.9GHz 8GB RAM 500GB HDD Win10 pro","$99.95"
"New Listinghp Desktop PC Computer Core i5 Quad 8GB DUAL 22"" LCD Monitor WIFI Windows 10 Pro","$247.91"
"HP Desktop Computer PC i7 LCD Monitor 32Gb 2TB WiFi Win10 Pro 3.4GHz","$239.99 to $499.99"
"Dell Inspiron 660 MT Intel Core i5-3330 3.0GHz 8GB 500GB NO/OS WiFi Computer PC","$89.97"
